"PATH";"/Temp/MP";;;;
"TYPE";"bcpg:rawMaterial";;;;
"MAPPING";"Products";;;;
"COLUMNS";"bcpg:code";"cm:name";"bcpg:legalName";"bcpg:legalName_fr";"bcpg:legalName_en";"bcpg:productHierarchy1";"bcpg:productHierarchy2"
"VALUES";"MP9100";"Riz blanc, sec";"Riz blanc, sec";"Riz blanc, sec";"Rice, polished, dry";"Céréales et pâtes";"Riz et autres graines"
"VALUES";"MP9101";"Riz blanc étuvé, sec";"Riz blanc étuvé, sec";"Riz blanc étuvé, sec";"Rice, parboiled, dry";"Céréales et pâtes";"Riz et autres graines"
"VALUES";"MP9103";"Riz complet, cuit";"Riz complet, cuit";"Riz complet, cuit";"Rice, brown, boiled";"Céréales et pâtes";"Riz et autres graines"
"VALUES";"MP9104";"Riz blanc, cuit";"Riz blanc, cuit";"Riz blanc, cuit";"Rice, white, boiled";"Céréales et pâtes";"Riz et autres graines"
"VALUES";"MP9105";"Riz blanc étuvé, cuit";"Riz blanc étuvé, cuit";"Riz blanc étuvé, cuit";"Rice, parboiled, boiled";"Céréales et pâtes";"Riz et autres graines"
"VALUES";"MP9230";"Pop-corn ou Maïs éclaté, à l'huile, salé";"Pop-corn ou Maïs éclaté, à l'huile, salé";"Pop-corn ou Maïs éclaté, à l'huile, salé";"Popcorn, oil-popped, salted";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"MP9231";"Pop-corn ou Maïs éclaté, à l'air, non salé";"Pop-corn ou Maïs éclaté, à l'air, non salé";"Pop-corn ou Maïs éclaté, à l'air, non salé";"Popcorn, air-popped, no salt";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"MP9313";"Flocons d'avoine, cuits à l'eau";"Flocons d'avoine, cuits à l'eau";"Flocons d'avoine, cuits à l'eau";"Oats porridge, made with water";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"MP9615";"Polenta ou semoule de maïs, cuite";"Polenta ou semoule de maïs, cuite";"Polenta ou semoule de maïs, cuite";"Polenta, cooked";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9660";"Germe de blé";"Germe de blé";"Germe de blé";"Wheat germ, raw";"Compléments alimentaires";"Compléments alimentaires"
"VALUES";"MP9681";"Couscous, graine sèche";"Couscous, graine sèche";"Couscous, graine sèche";"Couscous grains, dry";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9683";"Couscous, graine cuite";"Couscous, graine cuite";"Couscous, graine cuite";"Couscous grains, cooked";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9811";"Pâtes alimentaires, cuites";"Pâtes alimentaires, cuites";"Pâtes alimentaires, cuites";"Pasta, boiled";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9815";"Pâtes alimentaires aux oeufs, fraîches, rayon frais";"Pâtes alimentaires aux oeufs, fraîches, rayon frais";"Pâtes alimentaires aux oeufs, fraîches, rayon frais";"Pasta, commercial, refrigerated";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9822";"Pâtes alimentaires aux oeufs, cuites";"Pâtes alimentaires aux oeufs, cuites";"Pâtes alimentaires aux oeufs, cuites";"Pasta, egg, boiled";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP9871";"Pâtes alimentaires au blé complet, cuites";"Pâtes alimentaires au blé complet, cuites";"Pâtes alimentaires au blé complet, cuites";"Pasta, whole-wheat, cooked";"Céréales et pâtes";"Pâtes et semoules"
"VALUES";"MP10000";"Bigorneau, cuit";"Bigorneau, cuit";"Bigorneau, cuit";"Periwinkle, boiled";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10002";"Calmar ou Calamar, frit";"Calmar ou Calamar, frit";"Calmar ou Calamar, frit";"Squid, fried";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10003";"Coquille Saint-Jacques, noix et corail, crue";"Coquille Saint-Jacques, noix et corail, crue";"Coquille Saint-Jacques, noix et corail, crue";"Great Atlantic scallop, with coral, raw";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10004";"Coquille Saint-Jacques, noix et corail, cuite";"Coquille Saint-Jacques, noix et corail, cuite";"Coquille Saint-Jacques, noix et corail, cuite";"Great Atlantic scallop, with coral, steamed";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10005";"Crabe, appertisé";"Crabe, appertisé";"Crabe, appertisé";"Crab, canned";"Crustacés et mollusques";"Produits à base de crustacés et mollusques"
"VALUES";"MP10007";"Crevette, cuite";"Crevette, cuite";"Crevette, cuite";"Shrimp or prawn, boiled";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10008";"Escargot, cru";"Escargot, cru";"Escargot, cru";"Snail, raw";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10009";"Homard, cuit à l'eau";"Homard, cuit à l'eau";"Homard, cuit à l'eau";"Lobster, boiled";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10012";"Langoustine, panée, frite";"Langoustine, panée, frite";"Langoustine, panée, frite";"Scampi, fried";"Crustacés et mollusques";"Produits à base de crustacés et mollusques"
"VALUES";"MP10013";"Moule, cuite à l'eau";"Moule, cuite à l'eau";"Moule, cuite à l'eau";"Mussel, boiled";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10016";"Seiche, crue";"Seiche, crue";"Seiche, crue";"Cuttlefish, raw";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10020";"Bulot ou Buccin, cuit";"Bulot ou Buccin, cuit";"Bulot ou Buccin, cuit";"Whelk, cooked, moist heat";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10022";"Langouste, cuite à l'eau";"Langouste, cuite à l'eau";"Langouste, cuite à l'eau";"Spiny lobster, cooked, moist heat";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10023";"Beignet de crevette";"Beignet de crevette";"Beignet de crevette";"Shrimp fritters";"Plats composés";"Plats à base de poisson ou produits aquatiques"
"VALUES";"MP10025";"Crabe ou Tourteau, cuit à l'eau";"Crabe ou Tourteau, cuit à l'eau";"Crabe ou Tourteau, cuit à l'eau";"Crab, boiled";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10027";"Clam, Praire ou Palourde, cuit à l'eau";"Clam, Praire ou Palourde, cuit à l'eau";"Clam, Praire ou Palourde, cuit à l'eau";"Clam, cooked";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10030";"Écrevisse, crue";"Écrevisse, crue";"Écrevisse, crue";"Crayfish, raw";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10035";"Huître creuse, crue";"Huître creuse, crue";"Huître creuse, crue";"Pacific oyster, raw";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP10043";"Fruit de mer (aliment moyen)";"Fruit de mer (aliment moyen)";"Fruit de mer (aliment moyen)";"Crustacean or mollusk (average)";"Crustacés et mollusques";"Crustacés et mollusques non transformés"
"VALUES";"MP11000";"Ail frais";"Ail frais";"Ail frais";"Garlic, raw";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11001";"Bouillon de boeuf, déshydraté";"Bouillon de boeuf, déshydraté";"Bouillon de boeuf, déshydraté";"Broth or bouillon, beef, dehydrated";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11002";"Cerfeuil, frais";"Cerfeuil, frais";"Cerfeuil, frais";"Chervil, raw";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11003";"Ciboule ou Ciboulette, fraîche";"Ciboule ou Ciboulette, fraîche";"Ciboule ou Ciboulette, fraîche";"Chive or Spring onion, raw";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11004";"Cornichon, au vinaigre";"Cornichon, au vinaigre";"Cornichon, au vinaigre";"Gherkin pickle";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11005";"Curry, en poudre";"Curry, en poudre";"Curry, en poudre";"Curry powder";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11006";"Gingembre, moulu";"Gingembre, moulu";"Gingembre, moulu";"Ginger, ground";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11007";"Gélatine";"Gélatine";"Gélatine";"Gelatin, dry";"Pâtisseries et biscuits";"Préparations pour pâtisseries"
"VALUES";"MP11008";"Ketchup";"Ketchup";"Ketchup";"Ketchup";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11009";"Levure alimentaire";"Levure alimentaire";"Levure alimentaire";"Nutritional yeast";"Compléments alimentaires";"Compléments alimentaires"
"VALUES";"MP11012";"Mayonnaise allégée en matière grasse";"Mayonnaise allégée en matière grasse";"Mayonnaise allégée en matière grasse";"Mayonnaise, low fat";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11013";"Moutarde (sauce condimentaire)";"Moutarde (sauce condimentaire)";"Moutarde (sauce condimentaire)";"Mustard, prepared";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11014";"Persil frais";"Persil frais";"Persil frais";"Parsley, raw";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11015";"Poivre noir, moulu";"Poivre noir, moulu";"Poivre noir, moulu";"Pepper, black, ground";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11016";"Raifort, cru";"Raifort, cru";"Raifort, cru";"Horseradish, raw";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11017";"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)";"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)";"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)";"Salt, white, for human consumption, no enrichment (sea, igneous or rock)";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11018";"Vinaigre";"Vinaigre";"Vinaigre";"Vinegar";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11025";"Cannelle";"Cannelle";"Cannelle";"Cinnamon";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11026";"Coriandre, graine";"Coriandre, graine";"Coriandre, graine";"Coriander seed";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11027";"Menthe, fraîche";"Menthe, fraîche";"Menthe, fraîche";"Mint, fresh";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11031";"Mayonnaise à l'huile de tournesol";"Mayonnaise à l'huile de tournesol";"Mayonnaise à l'huile de tournesol";"Mayonnaise, sunflowerseed oil";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11033";"Basilic, frais";"Basilic, frais";"Basilic, frais";"Basil, fresh";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11038";"Thym, sec";"Thym, sec";"Thym, sec";"Thyme, dried";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11040";"Câpres";"Câpres";"Câpres";"Capers, pickled";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11042";"Cumin, graine";"Cumin, graine";"Cumin, graine";"Cumin seed";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11043";"Tapenade d'olives";"Tapenade d'olives";"Tapenade d'olives";"Olive paste";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11054";"Mayonnaise";"Mayonnaise";"Mayonnaise";"Mayonnaise";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11058";"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)";"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)";"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)";"Salt, white, for human consumption, iodine added, no other enrichment (sea, igneous or rock)";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11080";"Herbes aromatiques fraîches (aliment moyen)";"Herbes aromatiques fraîches (aliment moyen)";"Herbes aromatiques fraîches (aliment moyen)";"Herbs, fresh (average)";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11081";"Epice (aliment moyen)";"Epice (aliment moyen)";"Epice (aliment moyen)";"Spice (average)";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11082";"Fleur de sel, non iodée, non fluorée";"Fleur de sel, non iodée, non fluorée";"Fleur de sel, non iodée, non fluorée";"Fleur de sel, no enrichment";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11083";"Sel marin gris, non iodé, non fluoré";"Sel marin gris, non iodé, non fluoré";"Sel marin gris, non iodé, non fluoré";"Salt, sea, grey, no enrichment";"Assaisonnements et sauces";"Herbes, épices et assaisonnements"
"VALUES";"MP11100";"Sauce barbecue";"Sauce barbecue";"Sauce barbecue";"Sauce, barbecue";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11102";"Sauce béarnaise";"Sauce béarnaise";"Sauce béarnaise";"Sauce, bearnaise";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11103";"Sauce béarnaise, allégée";"Sauce béarnaise, allégée";"Sauce béarnaise, allégée";"Sauce, bearnaise, low fat";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11104";"Sauce de soja";"Sauce de soja";"Sauce de soja";"Soy sauce";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11105";"Sauce hollandaise";"Sauce hollandaise";"Sauce hollandaise";"Sauce, hollandaise";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11106";"Sauce Mornay";"Sauce Mornay";"Sauce Mornay";"Sauce, mornay";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11107";"Sauce tomate, sans viande";"Sauce tomate, sans viande";"Sauce tomate, sans viande";"Tomato sauce, without meat";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11108";"Sauce vinaigrette à l'huile d'olive";"Sauce vinaigrette à l'huile d'olive";"Sauce vinaigrette à l'huile d'olive";"Salad dressing, olive oil & vinegar";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11109";"Sauce vinaigrette, allégée";"Sauce vinaigrette, allégée";"Sauce vinaigrette, allégée";"Salad dressing, oil & vinegar, low fat";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11110";"Sauce vinaigrette";"Sauce vinaigrette";"Sauce vinaigrette";"Salad dressing, oil & vinegar";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11112";"Harissa (sauce condimentaire)";"Harissa (sauce condimentaire)";"Harissa (sauce condimentaire)";"Harissa, prepared";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11113";"Sauce béchamel, en brique";"Sauce béchamel, en brique";"Sauce béchamel, en brique";"Sauce, bechamel, commercial";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11114";"Sauce tomate, à la viande";"Sauce tomate, à la viande";"Sauce tomate, à la viande";"Tomato sauce, with meat";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11132";"Sauce au curry";"Sauce au curry";"Sauce au curry";"Sauce, curry";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11157";"Sauce moutarde";"Sauce moutarde";"Sauce moutarde";"Sauce, mustard";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11158";"Sauce au beurre";"Sauce au beurre";"Sauce au beurre";"Sauce, butter";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11159";"Sauce à la crème";"Sauce à la crème";"Sauce à la crème";"Sauce, cream";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11160";"Sauce aux champignons";"Sauce aux champignons";"Sauce aux champignons";"Sauce, mushroom";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11161";"Sauce à la crème aux épices";"Sauce à la crème aux épices";"Sauce à la crème aux épices";"Sauce, cream, with spices";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11162";"Sauce à la crème aux herbes";"Sauce à la crème aux herbes";"Sauce à la crème aux herbes";"Sauce, cream, with herbs";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11163";"Sauce aigre douce";"Sauce aigre douce";"Sauce aigre douce";"Sauce, sweet and sour";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11164";"Sauce au vin rouge";"Sauce au vin rouge";"Sauce au vin rouge";"Sauce, wine";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11165";"Sauce au fromage";"Sauce au fromage";"Sauce au fromage";"Sauce, cheese";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11166";"Sauce au yaourt";"Sauce au yaourt";"Sauce au yaourt";"Sauce, yoghurt";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11179";"Sauce pesto";"Sauce pesto";"Sauce pesto";"Sauce, pesto";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP11184";"Sauce (aliment moyen)";"Sauce (aliment moyen)";"Sauce (aliment moyen)";"Sauce (average)";"Assaisonnements et sauces";"Sauces salées et condiments"
"VALUES";"MP12001";"Camembert 45% MG/MS";"Camembert 45% MG/MS";"Camembert 45% MG/MS";"Camembert 45% fidm";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12002";"Camembert et apparentés 50% MG/MS";"Camembert et apparentés 50% MG/MS";"Camembert et apparentés 50% MG/MS";"Camembert and similar cheese 50% fidm";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12006";"Camembert au lait cru";"Camembert au lait cru";"Camembert au lait cru";"Camembert from raw milk";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12008";"Fromage à pâte molle double crème";"Fromage à pâte molle double crème";"Fromage à pâte molle double crème";"Camembert-type cheese, 60-75% fidm";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12009";"Fromage type camembert 20-30% MG/MS";"Fromage type camembert 20-30% MG/MS";"Fromage type camembert 20-30% MG/MS";"Camembert-type cheese 20-30% fidm";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12010";"Coulommiers";"Coulommiers";"Coulommiers";"Coulommiers cheese";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12020";"Brie";"Brie";"Brie";"Brie cheese";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12025";"Carré de l'Est";"Carré de l'Est";"Carré de l'Est";"Carré de l'Est cheese";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12028";"Chaource";"Chaource";"Chaource";"Chaource cheese";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12031";"Neufchâtel";"Neufchâtel";"Neufchâtel";"Neufchâtel cheese";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12033";"Fromage à pâte molle triple crème";"Fromage à pâte molle triple crème";"Fromage à pâte molle triple crème";"Camembert-type cheese, 75% fidm";"Fromages";"Fromages affinés à pâte molle"
"VALUES";"MP12034";"Fromage à pâte molle et croûte lavée (aliment moyen)";"Fromage à pâte molle et croûte lavée (aliment moyen)";"Fromage à pâte molle et croûte lavée (aliment moyen)";"Soft-ripened cheese, washed rind (average)";"Fromages";"Fromages affinés à pâte molle"
